URL	ID
https://coph-usf.shinyapps.io/RANDOMIZE/	https...coph-usf.shinyapps.io.RANDOMIZE
https://nutshell-tool.com/	https...nutshell-tool.com
http://research.vet.upenn.edu/WSAVA-LabSearch	http...research.vet.upenn.edu.WSAVA-LabSearch
https://www.machado.cnptia.embrapa.br/plantannot	https...www.machado.cnptia.embrapa.br.plantannot
https://www.med.nagoya-u.ac.jp/neurogenetics/InMeRF/	https...www.med.nagoya-u.ac.jp.neurogenetics.InMeRF
https://cbi.njau.edu.cn/PPSA/	https...cbi.njau.edu.cn.PPSA
https://is.gd/CLEARceftobiprole	https...is.gd.CLEARceftobiprole
https://www.xjtlu.edu.cn/biologicalsciences/m6am	https...www.xjtlu.edu.cn.biologicalsciences.m6am
http://www.mnr.gov.ru/docs/gosudarstvennye_doklady/o_sostoyanii_i_ob_okhrane_okruzhayushchey_sredy_rossiyskoy_federatsii/	http...www.mnr.gov.ru.docs.gosudarstvennye_doklady.o_sostoyanii_i_ob_okhrane_okruzhayushchey_sredy_rossiyskoy_federatsii
https://rth.dk/resources/bsgatlas/	https...rth.dk.resources.bsgatlas
http://csbio.njust.edu.cn/bioinf/vggfold/	http...csbio.njust.edu.cn.bioinf.vggfold
https://tangyl.shinyapps.io/PDprognosis/	https...tangyl.shinyapps.io.PDprognosis
http://www.comet-initiative.org/Studies/Details/1554	http...www.comet-initiative.org.Studies.Details.1554
https://archaea.i2bc.paris-saclay.fr/baget/	https...archaea.i2bc.paris-saclay.fr.baget
http://labw.org/rad	http...labw.org.rad
https://genoscapist.migale.inrae.fr	https...genoscapist.migale.inrae.fr
http://114.215.129.245:8080/atomic/	http...114.215.129.245.8080.atomic
https://riskcalc.org/PatientsEligibleForLumbarSpineSurgery/	https...riskcalc.org.PatientsEligibleForLumbarSpineSurgery
https://loschmidt.chemi.muni.cz/fireprotasr/	https...loschmidt.chemi.muni.cz.fireprotasr
http://www.mapvaccines.com	http...www.mapvaccines.com
http://www.freida.ama-assn.org	http...www.freida.ama-assn.org
http://citgvd.cric.cn/home	http...citgvd.cric.cn.home
https://www.rs.tus.ac.jp/bioinformatics/prop	https...www.rs.tus.ac.jp.bioinformatics.prop
https://lun-ching.shinyapps.io/wisdom/	https...lun-ching.shinyapps.io.wisdom
https://pan-covid.org	https...pan-covid.org
https://live.stochss.org/	https...live.stochss.org
https://drugdesign.riken.jp/FMODB/	https...drugdesign.riken.jp.FMODB
http://leelab2997.cn/	http...leelab2997.cn
https://gaoyzcmu.shinyapps.io/APERVD/	https...gaoyzcmu.shinyapps.io.APERVD
http://phytolrr.com/	http...phytolrr.com
https://web.iitm.ac.in/bioinfo2/CanProSite/	https...web.iitm.ac.in.bioinfo2.CanProSite
http://www.conplot.org	http...www.conplot.org
http://v2.sinex.cl/	http...v2.sinex.cl
http://lin-group.cn/server/iBLP	http...lin-group.cn.server.iBLP
https://anduin.bonescreen.de	https...anduin.bonescreen.de
https://intermetaldb.biotech.uni.wroc.pl/	https...intermetaldb.biotech.uni.wroc.pl
https://32tim32.shinyapps.io/HPAStainR/	https...32tim32.shinyapps.io.HPAStainR
https://pasa.tau.ac.il	https...pasa.tau.ac.il
https://www.dzif.de/en/working-group/transplant-cohort	https...www.dzif.de.en.working-group.transplant-cohort
http://tang-biolab.com/server/ApoPred/service.html	http...tang-biolab.com.server.ApoPred.service.html
http://www.europadonna-zdruzenje.si	http...www.europadonna-zdruzenje.si
http://www.jci-bioinfo.cn/iPPT	http...www.jci-bioinfo.cn.iPPT
http://www.jci-bioinfo.cn/iPPT(2L)-CNN	http...www.jci-bioinfo.cn.iPPT(2L)-CNN
http://www.mobps.de	http...www.mobps.de
http://bioinfor.imu.edu.cn/ihecraac	http...bioinfor.imu.edu.cn.ihecraac
http://rdvd.cdc.gov.tw/cgMLST	http...rdvd.cdc.gov.tw.cgMLST
http://www.trackcovid-19.org	http...www.trackcovid-19.org
https://msdw.mountsinai.org/	https...msdw.mountsinai.org
http://www.actrec.gov.in/pi-webpages/AmitDutt/IPD/IPD.html	http...www.actrec.gov.in.pi-webpages.AmitDutt.IPD.IPD.html
http://ipd.actrec.gov.in/ipdweb/	http...ipd.actrec.gov.in.ipdweb
http://babylone.ulb.ac.be/SWOTein/	http...babylone.ulb.ac.be.SWOTein
http://www.rna-society.org/cellinker/	http...www.rna-society.org.cellinker
https://jpahle.github.io/CoRC/	https...jpahle.github.io.CoRC
http://www.envh.sjtu.edu.cn/zebrafish_contraction.jsp	http...www.envh.sjtu.edu.cn.zebrafish_contraction.jsp
http://www.hpppi.iicb.res.in/pcpip/	http...www.hpppi.iicb.res.in.pcpip
http://mse.ac.cn	http...mse.ac.cn
http://caps.ncbs.res.in/insectOR/	http...caps.ncbs.res.in.insectOR
https://cpclab.uni-duesseldorf.de/topsuite/	https...cpclab.uni-duesseldorf.de.topsuite
https://switches.ncbs.res.in	https...switches.ncbs.res.in
https://zryan.shinyapps.io/EwingSarcoma/	https...zryan.shinyapps.io.EwingSarcoma
http://bliulab.net/NCBRPred	http...bliulab.net.NCBRPred
https://mendelvar.mrcieu.ac.uk	https...mendelvar.mrcieu.ac.uk
http://www.septicknee.com	http...www.septicknee.com
https://glyconnect.expasy.org/compozitor/	https...glyconnect.expasy.org.compozitor
http://computproteomics.bmb.sdu.dk/Apps/PolySTest	http...computproteomics.bmb.sdu.dk.Apps.PolySTest
http://elaspic.kimlab.org	http...elaspic.kimlab.org
http://lab.malab.cn/~lijing/HSM6AP.html	http...lab.malab.cn.~lijing.HSM6AP.html
https://www.tip-card.hku.hk/	https...www.tip-card.hku.hk
http://repat.haifa.ac.il/en/	http...repat.haifa.ac.il.en
http://oglcnac.org/	http...oglcnac.org
http://bailab.genetics.ac.cn/culturome/	http...bailab.genetics.ac.cn.culturome
http://www.ai4hlth.org	http...www.ai4hlth.org
https://humandiseasegenes.info/	https...humandiseasegenes.info
http://www.activesafe.ca	http...www.activesafe.ca
http://oba.mio.osupytheas.fr/ocean-atlas/	http...oba.mio.osupytheas.fr.ocean-atlas
http://bis.zju.edu.cn/overcovid/	http...bis.zju.edu.cn.overcovid
https://matgen.nscc-gz.cn/Tools.html	https...matgen.nscc-gz.cn.Tools.html
