URL	ID
http://BiBiServ.TechFak.Uni-Bielefeld	http...BiBiServ.TechFak.Uni-Bielefeld
http://www.geneimprint.com	http...www.geneimprint.com
http://condor.urbb.jussieu.fr/PredAccCfg.html	http...condor.urbb.jussieu.fr.PredAccCfg.html
http://www.ipbs.fr/ESPript	http...www.ipbs.fr.ESPript
http://www.pdb.bnl	http...www.pdb.bnl
http://sgedg.weizmann.ac.il/lpc	http...sgedg.weizmann.ac.il.lpc
http://sgedg.weizmann.ac.il/csu	http...sgedg.weizmann.ac.il.csu
http://www.cbs.dtu.dk/services/ChloroP/	http...www.cbs.dtu.dk.services.ChloroP
http://www.cbs.dtu	http...www.cbs.dtu
http://blocks.fhcrc.org	http...blocks.fhcrc.org
http://www.hgc.ims.u-tokyo.ac	http...www.hgc.ims.u-tokyo.ac
http://www.genome.org	http...www.genome.org
http://www.cbs.dtu.dk/services/DictyOGlyc/	http...www.cbs.dtu.dk.services.DictyOGlyc
http://www.bmm.icnet	http...www.bmm.icnet
http://www.ncbi.nlm.nih	http...www.ncbi.nlm.nih
http://wit.mcs.anl.gov/WIT2/	http...wit.mcs.anl.gov.WIT2
http://www.tigr.org/tdb/tdb.html	http...www.tigr.org.tdb.tdb.html
http://www.bioinf.man.ac	http...www.bioinf.man.ac
http://www.rcsb.org/pdb/	http...www.rcsb.org.pdb
http://scop.mrc-lmb.cam.ac.uk/scop	http...scop.mrc-lmb.cam.ac.uk.scop
http://www.kazusa.or.jp/codon/	http...www.kazusa.or.jp.codon
http://www.expasy.ch/enzyme/	http...www.expasy.ch.enzyme
http://transfac.gbf.de/TRANSFAC/	http...transfac.gbf.de.TRANSFAC
http://www.cbs.dtu.dk/services/NetPhos/or	http...www.cbs.dtu.dk.services.NetPhos.or
http://copan.cifn.unam	http...copan.cifn.unam
http://www.ucmb.ulb.ac	http...www.ucmb.ulb.ac
http://bio.cse.psu.edu	http...bio.cse.psu.edu
http://www.cbs.dtu.dk/services/distanceP/	http...www.cbs.dtu.dk.services.distanceP
http://www.isrec.isb-sib.ch/java/dotlet/	http...www.isrec.isb-sib.ch.java.dotlet
