orig	new	new_ID	orig_ID
https://headneckml.com/tympanic	https://headneckml.com/tympanic	https...headneckml.com.tympanic	https...headneckml.com.tympanic
http://pauling.mbu.iisc.ac.in/NOD/NOD/	http://pauling.mbu.iisc.ac.in/NOD/NOD/	http...pauling.mbu.iisc.ac.in.NOD.NOD	http...pauling.mbu.iisc.ac.in.NOD.NOD
www.evidencemap.surgery	http://www.evidencemap.surgery	http...www.evidencemap.surgery	www.evidencemap.surgery
http://polarprotpred.ttk.hu	http://polarprotpred.ttk.hu	http...polarprotpred.ttk.hu	http...polarprotpred.ttk.hu
https://www.mdedge.com/content/jfp-T2D-treatment-and-renal-impairment	https://www.mdedge.com/content/jfp-T2D-treatment-and-renal-impairment	https...www.mdedge.com.content.jfp-T2D-treatment-and-renal-impairment	https...www.mdedge.com.content.jfp-T2D-treatment-and-renal-impairment
http://lin-group.cn/server/DeepIPs	http://lin-group.cn/server/DeepIPs	http...lin-group.cn.server.DeepIPs	http...lin-group.cn.server.DeepIPs
https://uk-reach.org/	https://uk-reach.org/	https...uk-reach.org	https...uk-reach.org
https://wbbc.westlake.edu.cn/index.html	https://wbbc.westlake.edu.cn/index.html	https...wbbc.westlake.edu.cn.index.html	https...wbbc.westlake.edu.cn.index.html
https://www.thesgc.org/SARSCoV2_pocketome/	https://www.thesgc.org/SARSCoV2_pocketome/	https...www.thesgc.org.SARSCoV2_pocketome	https...www.thesgc.org.SARSCoV2_pocketome
https://www.hdinhd.org/	https://www.hdinhd.org/	https...www.hdinhd.org	https...www.hdinhd.org
http://webs2.kazusa.or.jp/massbase/	http://webs2.kazusa.or.jp/massbase/	http...webs2.kazusa.or.jp.massbase	http...webs2.kazusa.or.jp.massbase
http://webs2.kazusa.or.jp/km2/	http://webs2.kazusa.or.jp/km2/	http...webs2.kazusa.or.jp.km2	http...webs2.kazusa.or.jp.km2
https://opendata.ncats.nih.gov/adme/	https://opendata.ncats.nih.gov/adme/	https...opendata.ncats.nih.gov.adme	https...opendata.ncats.nih.gov.adme
https://www.wearevocal.org/opportunities/black-asian-and-minority-ethnic-research-advisory-group-brag/	https://www.wearevocal.org/opportunities/black-asian-and-minority-ethnic-research-advisory-group-brag/	https...www.wearevocal.org.opportunities.black-asian-and-minority-ethnic-research-advisory-group-brag	https...www.wearevocal.org.opportunities.black-asian-and-minority-ethnic-research-advisory-group-brag
https://knowledgebase.microdiscovery.de/heatmap	https://knowledgebase.microdiscovery.de/heatmap	https...knowledgebase.microdiscovery.de.heatmap	https...knowledgebase.microdiscovery.de.heatmap
https://unibind.uio.no/	https://unibind.uio.no/	https...unibind.uio.no	https...unibind.uio.no
http://bib.fleming.gr:3838/NORMA	http://bib.fleming.gr:3838/NORMA	http...bib.fleming.gr.3838.NORMA	http...bib.fleming.gr.3838.NORMA
https://www.cuilab.cn/weat/	https://www.cuilab.cn/weat/	https...www.cuilab.cn.weat	https...www.cuilab.cn.weat
http://vispr-online.weililab.org	http://vispr-online.weililab.org	http...vispr-online.weililab.org	http...vispr-online.weililab.org
http://cabgrid.res.in:8080/mlocmrna/	http://cabgrid.res.in:8080/mlocmrna/	http...cabgrid.res.in.8080.mlocmrna	http...cabgrid.res.in.8080.mlocmrna
https://rnamining.integrativebioinformatics.me/	https://rnamining.integrativebioinformatics.me/	https...rnamining.integrativebioinformatics.me	https...rnamining.integrativebioinformatics.me
https://phensim.tech/	https://phensim.tech/	https...phensim.tech	https...phensim.tech
http://mutaframe.com/	http://mutaframe.com/	http...mutaframe.com	http...mutaframe.com
http://haddock9.sfsu.edu/insight/	http://haddock9.sfsu.edu/insight/	http...haddock9.sfsu.edu.insight	http...haddock9.sfsu.edu.insight
https://wenn23.shinyapps.io/lmslmosapp/	https://wenn23.shinyapps.io/lmslmosapp/	https...wenn23.shinyapps.io.lmslmosapp	https...wenn23.shinyapps.io.lmslmosapp
https://wenn23.shinyapps.io/lmslmcssapp/	https://wenn23.shinyapps.io/lmslmcssapp/	https...wenn23.shinyapps.io.lmslmcssapp	https...wenn23.shinyapps.io.lmslmcssapp
http://kurata35.bio.kyutech.ac.jp/LSTM-PHV	http://kurata35.bio.kyutech.ac.jp/LSTM-PHV	http...kurata35.bio.kyutech.ac.jp.LSTM-PHV	http...kurata35.bio.kyutech.ac.jp.LSTM-PHV
www.covid-red.eu	http://www.covid-red.eu	http...www.covid-red.eu	www.covid-red.eu
http://sigedid.ucad.sn/	http://sigedid.ucad.sn/	http...sigedid.ucad.sn	http...sigedid.ucad.sn
http://bis.zju.edu.cn/mppi/	http://bis.zju.edu.cn/mppi/	http...bis.zju.edu.cn.mppi	http...bis.zju.edu.cn.mppi
https://metamorf.hb.univ-amu.fr/	https://metamorf.hb.univ-amu.fr/	https...metamorf.hb.univ-amu.fr	https...metamorf.hb.univ-amu.fr
https://tehub.org	https://tehub.org	https...tehub.org	https...tehub.org
https://sbolcanvas.org	https://sbolcanvas.org	https...sbolcanvas.org	https...sbolcanvas.org
https://textessence.github.io	https://textessence.github.io	https...textessence.github.io	https...textessence.github.io
https://preadmet.bmdrc.kr/activitycoefficient_mainpage/prediction/	https://preadmet.bmdrc.kr/activitycoefficient_mainpage/prediction/	https...preadmet.bmdrc.kr.activitycoefficient_mainpage.prediction	https...preadmet.bmdrc.kr.activitycoefficient_mainpage.prediction
https://genome-cancer.ucsc.edu/proj/site/hgHeatmap/	https://genome-cancer.ucsc.edu/proj/site/hgHeatmap/	https...genome-cancer.ucsc.edu.proj.site.hgHeatmap	https...genome-cancer.ucsc.edu.proj.site.hgHeatmap
https://www.ufrgs.br/mpsbase/	https://www.ufrgs.br/mpsbase/	https...www.ufrgs.br.mpsbase	https...www.ufrgs.br.mpsbase
https://navia.ms	https://navia.ms	https...navia.ms	https...navia.ms
www.adrreports.eu	http://www.adrreports.eu	http...www.adrreports.eu	www.adrreports.eu
www.nebenwirkungen.de	http://www.nebenwirkungen.de	http...www.nebenwirkungen.de	www.nebenwirkungen.de
https://acutepeprediction.shinyapps.io/Radiomics_Predictive_Tool/	https://acutepeprediction.shinyapps.io/Radiomics_Predictive_Tool/	https...acutepeprediction.shinyapps.io.Radiomics_Predictive_Tool	https...acutepeprediction.shinyapps.io.Radiomics_Predictive_Tool
https://cancer-3d.com/	https://cancer-3d.com/	https...cancer-3d.com	https...cancer-3d.com
https://galilee.univ-reunion.fr	https://galilee.univ-reunion.fr	https...galilee.univ-reunion.fr	https...galilee.univ-reunion.fr
https://cqykdx1111.shinyapps.io/dynnomapp/	https://cqykdx1111.shinyapps.io/dynnomapp/	https...cqykdx1111.shinyapps.io.dynnomapp	https...cqykdx1111.shinyapps.io.dynnomapp
http://zhaoserver.com.cn/RBinds/RBinds.html	http://zhaoserver.com.cn/RBinds/RBinds.html	http...zhaoserver.com.cn.RBinds.RBinds.html	http...zhaoserver.com.cn.RBinds.RBinds.html
https://bix.unil.ch/covid/	https://bix.unil.ch/covid/	https...bix.unil.ch.covid	https...bix.unil.ch.covid
http://imath.med.ucm.es/exopred/	http://imath.med.ucm.es/exopred/	http...imath.med.ucm.es.exopred	http...imath.med.ucm.es.exopred
http://imath.med.ucm.es/exopred/datasets/	http://imath.med.ucm.es/exopred/datasets/	http...imath.med.ucm.es.exopred.datasets	http...imath.med.ucm.es.exopred.datasets
http://39.100.117.92/CGRS/	http://39.100.117.92/CGRS/	http...39.100.117.92.CGRS	http...39.100.117.92.CGRS
https://www.txms.org	https://www.txms.org	https...www.txms.org	https...www.txms.org
http://colorectalcancer.pythonanywhere.com	http://colorectalcancer.pythonanywhere.com	http...colorectalcancer.pythonanywhere.com	http...colorectalcancer.pythonanywhere.com
http://timeor.brown.edu	http://timeor.brown.edu	http...timeor.brown.edu	http...timeor.brown.edu
